5.88209152222,8.0,17
-0.7798396945,5.0,-2
-2.18929028511,-10.0,-1
7.93116760254,-10.0,-10
-2.55958223343,-2.0,2
0.738355636597,-12.0,-3
-13.8475265503,-18.0,-8
-6.12391805649,-6.0,-7
-0.291871249676,1.0,11
2.91107439995,15.0,5
-11.4332685471,21.0,10
5.00855731964,14.0,8
-6.37131404877,-14.0,-8
-6.13326931,-10.0,-6
-4.67206335068,-8.0,-11
4.77248239517,-27.0,-3
11.331911087,27.0,3
-2.602871418,-9.0,-10
0.189148336649,-9.0,-2
3.14790153503,4.0,-9
9.81430244446,-23.0,-14
37.9430961609,35.0,21
6.5865945816,41.0,10
-4.1855506897,-44.0,0
-1.35840344429,-13.0,-6
12.805557251,2.0,-8
18.2556209564,9.0,8
-0.887979507446,-9.0,-5
5.9426908493,-17.0,5
1.95635259151,17.0,-5
4.60988140106,-3.0,-2
12.7560024261,3.0,2
7.26264095306,3.0,-3
-16.5240631104,-10.0,10
4.17892074585,-4.0,4
4.25793457031,-9.0,0
10.9206027985,9.0,-1
-1.05995750427,-11.0,-18
-2.91349601746,-2.0,-4
3.58403658867,-5.0,6
17.4383049011,-4.0,2
-5.7604842186,9.0,-19
4.77248239517,-27.0,7
11.331911087,27.0,-7
10.7035150528,8.0,10
-24.4348697662,-11.0,-7
13.5289096832,6.0,-6
13.5289096832,6.0,6
-12.1873016357,9.0,5
5.96032094955,-2.0,-7
3.36135745049,2.0,7
-7.86310815811,-7.0,0
-1.8390712738,12.0,4
2.71073412895,-9.0,-4
5.44841480255,-27.0,-18
1.12562525272,10.0,-1
10.9503469467,-5.0,-14
4.71523046494,11.0,4
-1.92804300785,-16.0,-6
8.28254127502,3.0,2
8.28254127502,3.0,-2
2.93885755539,14.0,10
-4.18861150742,-13.0,-3
-2.87518882751,13.0,3
-0.102286145091,-7.0,-6
23.8507194519,7.0,6
-5.5390958786,-12.0,-5
10.5402259827,-1.0,-3
2.18474078178,-11.0,-14
-3.29433178902,1.0,-3
5.7159705162,-4.0,7
2.60595822334,13.0,-4
10.3566989899,-7.0,5
-5.61176204681,2.0,-3
-4.2049331665,6.0,-4
6.28932285309,-2.0,-9
-1.67050051689,2.0,9
-5.52867269516,1.0,-7
16.535282135,-1.0,7
12.8104534149,3.0,-1
-5.02967977524,-7.0,-13
3.23528623581,-2.0,-1
4.4730796814,27.0,13
-4.05640506744,-7.0,-1
13.1584186554,29.0,10
8.5148935318,17.0,5
3.20045137405,9.0,5
13.7173671722,5.0,1
1.0876750946,1.0,8
-10.9448709488,-1.0,-8
4.1704492569,-4.0,0
-0.282537460327,-3.0,-4
0.412450015545,-30.0,-17
-3.80740785599,-15.0,-8
1.07380640507,-15.0,-3
-8.80664634705,16.0,-9
3.53152513504,-20.0,-4
-11.2848157883,-9.0,-5
4.00601387024,4.0,9
-4.87664985657,-4.0,-9
6.47630023956,13.0,-11
6.50401306152,9.0,0
-7.94385385513,-2.0,-11
5.37889575958,-18.0,-8
21.0726165771,9.0,7
2.85645771027,-9.0,-7
22.0991077423,-18.0,-1
10.805141449,-6.0,2
1.44601559639,6.0,-2
9.62890434265,-16.0,-8
-2.31889533997,-16.0,11
-3.4248187542,-4.0,5
4.08244180679,-8.0,-5
-1.17909812927,24.0,15
3.61983919144,35.0,9
-19.4795379639,20.0,-7
-2.52817034721,-15.0,-14
0.955934524536,20.0,3
3.36702990532,14.0,2
17.910200119,9.0,2
-0.115012742579,-23.0,-3
8.52637672424,9.0,9
-4.91316461563,-14.0,-4
-2.96354866028,-5.0,3
-2.52428936958,5.0,4
3.58117341995,9.0,-4
3.09154939651,-6.0,1
8.99150657654,20.0,-3
5.15679693222,-5.0,-5
4.24901914597,5.0,5
0.233882516623,9.0,-2
-0.807811379433,24.0,-6
-3.61816740036,-19.0,-7
20.2626895905,9.0,7
5.42999649048,12.0,-2
17.8841705322,14.0,6
15.0380067825,13.0,17
-6.58489131927,-13.0,-17
-5.60793018341,-20.0,-2
-5.82196569443,-3.0,1
2.84187650681,-5.0,-1
4.04589080811,6.0,0
-0.675129294395,-22.0,-14
9.11263084412,-10.0,5
-3.64998292923,10.0,-1
0.518421530724,1.0,5
-1.9390758276,-12.0,-5
-4.6001496315,7.0,-8
-11.5932817459,-11.0,-6
2.18022799492,-18.0,-7
9.79783153534,-14.0,5
0.369644552469,6.0,13
3.3155772686,16.0,4
-2.50911831856,1.0,-2
-1.87735784054,-1.0,2
-18.169172287,2.0,-5
7.46255111694,11.0,5
15.149096489,-11.0,-5
-8.76651477814,-24.0,-3
4.65415811539,3.0,1
-9.48056411743,4.0,-1
-5.86530303955,-22.0,-7
3.25606656075,3.0,5
7.02851581573,-3.0,-5
5.65369701385,1.0,1
-8.043217659,5.0,3
-9.51865673065,-5.0,-3
